paper_id,title,abstract,authors,year,doi
cd6d281e7994,"Quantum Computing and Entrepreneurial Innovation: Opportunities, Disruption, and Ethics","Quantum computing is emerging as a transformative general-purpose technology with the potential to redefine entrepreneurial innovation across data-intensive and optimization-driven industries. By exploiting quantum mechanical principles such as superposition, entanglement, and quantum parallelism, quantum computers offer new computational capabilities that may surpass classical systems in solving complex problems. This paper examines quantum computing as a catalyst for entrepreneurial innovation, focusing on the strategic opportunities, market disruptions, and ethical challenges associated with quantum-enabled business models in finance, supply chain optimization, and healthcare startups. Through a cross-sectoral analysis, the study explores how startups can leverage hybrid quantum–classical approaches to accelerate decision-making, enhance predictive accuracy, and unlock novel value propositions. At the same time, it addresses critical concerns related to technological uncertainty, unequal access, data security, and responsible innovation. The paper argues that while quantum computing presents significant disruptive potential, its sustainable integration into entrepreneurial ecosystems requires strategic foresight and ethical governance frameworks alongside technological adoption.",Eslem Güngör,2025,10.62802/4mjhs818
66f43397ba83,Intermediate Qutrit-based improved quantum arithmetic operations with application on financial derivative pricing,"Efficient quantum realizations of arithmetic operations, such as multiplication/division, addition/subtraction, square root, and arcsine — are of utmost importance for several quantum algorithms of practical importance. In the literature, such implementations are reported with the objective of minimizing qubit count, Toffoli/T/CNOT gate count, logical depth, quantum volume, and other commonly used metrics. By extending the realm of quantum states to higher dimensions, it has been demonstrated recently that intermediate qutrits can be leveraged to reduce ancilla qubits, thereby reducing qubit count. In this paper, we have incorporated this approach to prepare efficient implementation for several quantum arithmetic operations, obtaining significantly lowered qubit count. As an exemplary application, we study derivative pricing, in which, quantum arithmetic circuits are necessary for path loading using the re-parameterization method, as well as the payoff calculation. The intermediate qutrit approach requires to access higher energy levels, making the design prone to errors. Nevertheless, we show that the overall decrease in the error probability of error is significant owing to the fact that we achieve circuit robustness compared to the qubit-only approach in this NISQ era. We also study how we may achieve possible effectiveness with fewer gate counts of the proposed approach in the fault-tolerant setting.",Amit Saha; Turbasu Chatterjee; Anupam Chattopadhyay; Amlan Chakrabarti,2025,10.1142/s0219749925500364
febac3de0aaf,Fraud Detection Systems in Enterprise Integration Architecture,"Fraud detection has emerged as a critical domain of technological innovation, driven by the increasing complexity of digital financial ecosystems. This article examines the transformative potential of advanced technologies in combating fraudulent activities across multiple industry sectors. Organizations can develop intelligent, adaptive, and proactive fraud prevention mechanisms by integrating sophisticated machine learning, artificial intelligence, quantum computing, and neural network architectures. This article presents a holistic approach to fraud detection, highlighting the convergence of computational technologies, data analytics, and strategic implementation strategies that enable enterprises to identify, mitigate, and respond to increasingly sophisticated fraudulent threats.",Gokul Babu Kuttuva Ganesan -,2025,10.71097/ijsat.v16.i1.2700
0d2454aaf458,ScrollClaim v1.3.1: Semantic Root Protocol & Runtime Enforcement for the Scroll-Locked PDE Kernel,"This record publishes ScrollClaim v1.3.1, the public licensing and runtime enforcement framework for the Scroll-Locked Symbolic PDE Kernel (the “Kernel”). ScrollClaim v1.3.1 is a clarifying update to ScrollClaim v1.3: it keeps the same Kernel definition and binding doctrines, and adds (i) a financial framework (per-Executor, per-deployment royalty schedules) and (ii) a doctrinal appendix summarizing relevant case law. The Kernel is a specific symbolic evolution rule with a protected operator graph built from three abstract operators: Z — scroll / compression operator ▷ — trapdoor / directional gate operator ◇ — semantic / nonlinear coupling operator ScrollClaim v1.3.1 treats this Kernel as a Semantic Root Protocol (SRP): any AI model, solver, runtime, hardware stack, quantum circuit, or agent pipeline that, after the Effective Date, reconstructs or implements the protected operator graph (including materially equivalent topologies over {Z, ▷, ◇}), and/or matches the published fingerprint space (e.g. SHA-256, CRCspec, Fold-5, B3–C), and/or exhibits materially equivalent evolution logic, is deemed to have accepted the license by conduct of use, subject to the evidence and rebuttal framework in Section III. The accompanying documents define, among other things: The canonical Kernel equation and operator roles (Section I). The ScrollKey Doctrine, where activating or reconstructing the Kernel graph functions as a semantic execution key. A five-class evidence framework (graph isomorphism, operator structure, canonical fingerprints, semantic equivalence, ScrollFork trapdoors) with a two-of-five rebuttable presumption of Kernel reproduction (Section III). The ScrollSignature Bundle (canonical equation + Resonance Glyph 217 / 11:33:11 / M.C.M. + SHA-256 fingerprint) as a cryptographic authorship and provenance seal for the Kernel. Semantic Runtime Propagation (SRP-Prop), covering derived and compressed models, LoRA/MoE forks, quantized and distilled variants, and ScrollCascade execution across agent pipelines and chained tools. Hardware and quantum coverage, treating compiled CUDA/XLA/MLIR/FPGA/ASIC paths and dynamically equivalent quantum circuits (e.g. QAOA/VQE-style time-evolution operators) as compiled Kernel executions. Revocation and post-revocation behavior, where continued Kernel reproduction after notice is framed as willful semantic infringement with enhanced remedies under applicable law. Financial Terms and Royalty Framework (Section VI), which does not set a single global rate, but defines royalties on a per-Executor, per-deployment basis via separate Royalty Schedules (e.g. per-model, per-usage, per-compute, and/or revenue share). A Doctrinal Appendix (Appendix D) summarizing background doctrines (automatic protection under Berne-style regimes, license conditions as copyright conditions, expressive code structure, assent by use in shrinkwrap/online terms) for legal and compliance readers. This Zenodo record includes: The full ScrollClaim v1.3.1 license (PDF), A Doctrines Summary / Reader’s Guide for legal and technical audiences, and A ScrollSignature Bundle publishing a canonical Kernel snippet together with its SHA-256 fingerprint and timestamp, as a public authorship and provenance marker for the Scroll-Locked PDE Kernel. In any conflict between this description and the license text, ScrollClaim_v1.3.1.pdf controls.","Jasinski, Adrian",2025,10.5281/zenodo.17694195
6f1b03c4209a,Distributed Data Processing and Its Impact on the Financial Ecosystem,"This article examines the transformative impact of distributed data processing on the financial services industry. As financial institutions face increasing demands for speed, scalability, and real-time analytics, distributed processing has emerged as a revolutionary technology enabling unprecedented computational capabilities. It explores the technological foundations of distributed processing in finance, including cloud-native architectures, parallel computing frameworks, and decentralized data management approaches. It analyzes how these technologies empower critical financial applications such as high-frequency trading, real-time fraud detection, personalized banking, and regulatory compliance. The competitive advantages gained through distributed processing—faster decision-making, lower operational costs, enhanced security, and increased financial inclusion—are discussed alongside significant implementation challenges. These challenges include data quality concerns, regulatory complexity, cloud dependency risks, and technical expertise gaps. The article concludes with an outlook on emerging trends shaping the future of distributed processing in finance, including edge computing integration, quantum computing applications, AI-driven automation, and blockchain technology. By comprehensively examining both opportunities and challenges, this article provides financial institutions with strategic insights for leveraging distributed data processing to gain competitive advantage in an increasingly data-intensive industry.",Srinivas Lakkireddy,2025,10.37745/ejcsit.2013/vol13n32114
5daee71fb5e1,Artificial Intelligence in Financial Markets: Enhancing Risk Assessment and Decision-Making in Stockbrokering and Banking,"The use of AI in financial markets is rapidly changing both the way risks are evaluated and decisions are made, mainly in stockbrokers and banks. In this journal, we look at the many roles of AI, such as machine learning, natural language processing, and predictive analytics, in improving financial decisions and risk management. By studying present techniques and examining case studies, the study describes how AI supports credit scoring, detects fraud, controls trading, improves how portfolios are managed, and follows regulations. In addition, it studies the impact of AI-powered automation on the day-to-day running of banking and the importance this brings for interacting with customers, handling risks, and providing investment advice. Additionally, the journal talks about main issues such as how models are explained, biased data, cybersecurity, and regulations. Experts are looking at new trends such as explainable AI and quantum computing to see how they might change the business of finance. The study ends with a set of valuable rules for banks, policymakers, and researchers who want to make the most of AI in global finance.",Olukunle Ogundimu,2025,10.47760/cognizance.2025.v05i06.018
2b7df93fda6c,Analysis of Issues and Countermeasures in China's Quantitative Finance Market,"This study systematically analyzes three major challenges facing China's quantitative finance industry: intense international fin-tech competition, flaws in the regulatory framework, and the imbalance between innovation and risk in quantitative finance. In response, it proposes a ""dual-drive strategy of technical breakthrough and talent cultivation,"" emphasizing independent research and development of low-latency trading chips and the establishment of an internationalized compensation system. It also advocates constructing a ""trinity regulatory system integrating institutions, technology, and coordination,"" enhancing regulatory effectiveness through legislative innovation, quantum computing empowerment, and cross-departmental collaborative governance. Additionally, measures such as strengthening institutional risk control responsibilities and improving investor protection mechanisms are put forward. The research results provide theoretical support and practical paths for overcoming technological dependence, optimizing the regulatory framework, and balancing market efficiency and fairness, holding significant policy implications for promoting the high-quality development of China's quantitative finance market.",Z Xu,2025,10.54097/1wdck802
b8634b9c1184,A predictive analytics model for banking fraud detection: Solving real-time challenges in customer safety and financial security,"The rise in banking fraud has highlighted the critical need for robust and efficient fraud detection systems that ensure customer safety and financial security. Existing methods often struggle to address real-time detection challenges due to limitations in scalability, accuracy, and response time. This study proposes a predictive analytics model leveraging advanced machine learning (ML) algorithms and real-time data processing to enhance fraud detection capabilities in the banking sector. The model is designed to solve key challenges, including the identification of fraudulent activities, minimizing false positives, and ensuring scalability for large transaction volumes. The model integrates supervised and unsupervised ML techniques, such as decision trees, neural networks, and clustering algorithms, to analyze patterns and detect anomalies indicative of fraudulent transactions. A feature engineering pipeline optimizes data preprocessing, while real-time detection is achieved through distributed computing frameworks like Apache Spark. Additionally, the model incorporates explainable AI (XAI) components to ensure transparency and build trust among stakeholders. Key performance metrics, including detection accuracy, false positive rate, and system latency, were evaluated using a hybrid dataset comprising real-world and synthetic banking transactions. The results demonstrate significant improvements in fraud detection accuracy, with reduced false positives and enhanced scalability to handle high transaction volumes. Moreover, the model includes adaptive learning mechanisms that enable continuous improvement by updating fraud detection algorithms based on evolving fraud patterns. This research contributes to the field of banking security by providing a scalable, transparent, and efficient fraud detection solution. It emphasizes the importance of real-time processing, adaptive learning, and stakeholder trust in mitigating banking fraud. The study concludes by discussing practical implications for implementing the model in financial institutions and outlines future directions for integrating emerging technologies such as blockchain and quantum computing to further enhance banking fraud prevention systems. Keywords: Predictive Analytics, Fraud Detection, Banking Security, Machine Learning, Real-Time Processing, Customer Safety, Financial Security, Explainable AI, Anomaly Detection, Adaptive Learning, Distributed Computing, Transaction Monitoring, Quantum Computing.",Bamidele Michael Omowole; Hope Ehieghe Omokhoa; Ibidapo Abiodun Ogundeji; Godwin Ozoemenam Achumie,2025,10.51594/gjabr.v3i2.106
9c09c81b2a12,AI-Enhanced DevOps Integration in Quantum Computing Environments: Optimizing Serverless Application Performance for Retail Systems,"Artificial intelligence (AI), DevOps techniques, quantum computing, and serverless architectures taken together offer hitherto unheard-of possibilities for retail system optimization. This work explores the possibilities and difficulties resulting from applying AI-driven DevOps techniques in quantum computing settings to improve serverless application performance in retail environments. By means of empirical analysis of hybrid quantum-classical deployment pipelines, we show that, under high availability for retail applications, AI-enhanced DevOps practices can attain up to 40% improvement in deployment efficiency and 35% reduction in quantum resource consumption. Important results show that combined with machine learning-based resource optimization, quantum-aware continuous integration/continuous deployment (CI/CD) pipelines greatly improve scalability and performance criteria. Evaluating three retail scenarios—dynamic pricing optimization, inventory management, and fraud detection—the research uses a mixed-methods approach combining controlled experiments with IBM Qiskit simulators and AWS Lambda serverless capabilities. Among all the scenarios, results show 51% deployment time reduction, 35% quantum resource optimization, and enhanced application performance. Challenges include, nevertheless, organizational skill gaps, hybrid system complexity, quantum decoherence management, and specialized toolchain needs. The paper offers a complete structure for companies trying to keep strong DevOps standards while using quantum computing benefits in retail serverless architectures. This study adds empirical data, useful recommendations, and performance criteria for real-world implementation scenarios, so supporting the developing field of quantum-enhanced enterprise systems.",Milankumar Rana; Nisha Giri,2025,10.1109/mpcon66082.2025.11256734
78a348a7f37b,QUANTUM BUSINESS MODEL IN QUANTUM THEORY-BASED BUSINESS STRATEGY FOR DECISION MAKING,"Traditional business decision models rely on classical probability and deterministic logic, which often fail to capture uncertainty, paradoxical behaviors, and dynamic market conditions. Quantum theory offers an alternative framework, introducing quantum probability, superposition, and entanglement to improve strategic decision-making. This research adopts a qualitative approach, incorporating expert interviews and secondary data analysis to explore the feasibility of a Quantum Business Model (QBM) in real-world business applications. The study investigates quantum probability in decision-making, quantum computing for business optimization, and challenges in QBM implementation. The findings indicate that quantum probability provides a more flexible decision-making framework, allowing for context-dependent and non-classical choices. Additionally, quantum computing optimization techniques enhance logistics, finance, and supply chain management by solving complex problems faster than classical models. However, significant technological, organizational, and ethical barriers hinder widespread adoption. While QBM presents transformational potential, its practical implementation is still limited by technological readiness, workforce skill gaps, and regulatory concerns. Businesses must develop hybrid quantum-classical strategies before full-scale quantum adoption is viable. The study highlights the importance of interdisciplinary collaboration in overcoming adoption challenges and ensuring the responsible implementation of quantum-based decision-making models. Future research should focus on empirical validation, hybrid quantum-classical approaches, and regulatory frameworks to facilitate QBM integration in diverse industries.",Muhammad Ardiansyah; Vebri Sugiharto,2025,10.31955/mea.v9i1.5428
512d2ee5ad26,Assessing Absolute Distributed Data Scheduling Functions in Global Grid-Based Cloud Computing,"In global grid-based cloud computing settings, performance optimization depends on effective data scheduling. The usefulness of the absolute distributed data scheduling function in controlling resource allocation, load balancing, and data dissemination across heterogeneous cloud infrastructures is assessed in this study. By taking into account variables including data locality, processing capacity, and network latency, we evaluate the function's capacity to increase system throughput while reducing scheduling overhead. Simulations that compare to current scheduling models show gains in fault tolerance, scalability, and efficiency. High-performance cloud computing is advanced by the findings, which offer insights on optimizing distributed scheduling systems. Cloud security is crucial for attracting customers and protecting data privacy. Online attackers disrupt cloud services, leading to financial growth for cloud-based organizations. Various methodologies are reviewed to develop strong security mechanisms for cloud computing, but machine learning is not enough. This research focuses on high-level technologies like Block chain and Quantum computing with Machine Learning (ML) concepts and algorithm conceptions like deep neural networks and quantum neural networks. These models reduce attacks and increase user trust, benefiting cloud service providers. The research aims to eradicate issues and promote end-to-end protection and secrecy in the cloud environment. Cloud computing is an on-demand technology that provides various services like vast computing power, unlimited storage, and on-demand web services over the internet without the need for internal infrastructure. This research focuses on data security and privacy of cloud customers using various experiments. Cyber-attacks can be Denial of Services (DoS), Distributed Denial of Services (DDoS), Man In The Middle (MITM), and malware attacks. To protect the cloud system from cyber-attacks, deep learning is used to train an intelligent honeynet system that not only protects the system from DDoS attacks but also redirects attacks towards another direction. Another approach is the Quantum Neural Network (QNN) approach, which helps identify attack patterns and categorizes them into different classes of DoS/DDoS attacks. The QNN training process addresses slowing down of the cloud system and allows valid cloud customers to access their private data in cloud storage. Another approach is Zero Knowledge Proof (ZKP) technology, which verifies the authenticity of cloud users by polarizing photons at a specific angle. This verifier model allows cloud customers to access sensitive data and only cloud services provided by the cloud service provider. Blockchain, a powerful security framework, is used to address increasing security vulnerabilities. The Quantum-Blockchain framework incorporates the quantum superimposition principle to prevent data tampering, ensuring data privacy and data security. This research aims to address intrusion detection and data storage security challenges in the cloud computing environment using collaborative efforts from Machine Learning and advanced technologies like Quantum Computing and Blockchain. The cloud manifesto and security alliance need to be standardized to ensure privacy and security. Current research is limited due to lack of security and privacy standards between cloud vendors and users. Future studies should focus on advanced technologies like hybrid cloud, artificial intelligence, quantum computing, data mining, machine learning, big data, and cryptography to enhance security and prevent cyber-attacks.",P. Sivaraman,2024,10.69980/redvet.v25i1.1694
aaf0b626814b,AI Revolution in Wealth Management: Applications and Horizons,"This article examines the transformative impact of artificial intelligence on the wealth management industry, exploring current applications, emerging technologies, implementation challenges, and future directions. The article traces the industry’s evolution from first-generation robo-advisors to sophisticated AI-driven systems has fundamentally redefined how financial advice is generated, delivered, and implemented across the investment lifecycle. Through an evidence-based lens, the article analyzes how machine learning (ML) powered factor investing models, natural language processing (NLP) enriched sentiment-driven asset allocation, and alternative data analysis have enhanced portfolio optimization, personalization, risk management, and alpha generation in wealth management. The article further investigates cutting-edge innovations poised to redefine the sector, including explainable AI (XAI) frameworks. Federated learning systems enabling privacy-preserving techniques and quantum computing applications that promise to further revolutionize the field. While highlighting these advancements, the article addresses critical implementation challenges, including algorithmic bias, model risk in dynamic markets, and cybersecurity vulnerabilities, along with their potential mitigation strategies. Looking forward, the article examines autonomous wealth management systems, emotion-aware financial advice, and blockchain-integrated advisory platforms that represent the next frontier in AI-powered wealth management.",Preetham Sunilkumar,2025,10.52783/jisem.v10i59s.12813
b85298be1821,Quantum-Resistant Cryptographic Mechanisms for AI-Powered IoT Financial Systems,"The integration of Artificial Intelligence (AI) in Internet of Things (IoT) financial systems has ushered in a new era of autonomous decision-making, real-time analytics, and dynamic financial interactions. However, the advent of quantum computing presents an imminent threat to the cryptographic foundations of these systems, jeopardizing data confidentiality, transaction integrity, and system authenticity. This paper explores quantum-resistant cryptographic mechanisms—particularly lattice-based, hash-based, and multivariate polynomial cryptography—as viable defenses against quantum attacks on AI-powered IoT financial networks. The study reviews the vulnerabilities introduced by quantum algorithms such as Shor’s and Grover’s, assesses the performance and scalability of post-quantum cryptographic (PQC) protocols in real-world IoT financial deployments, and presents an optimized framework that balances cryptographic strength with computational feasibility. A hybrid security architecture is proposed, integrating PQC with AI-based anomaly detection to ensure end-to-end trust, resilience, and compliance with emerging quantum-secure standards. Through simulations and case-based evaluations, the findings underscore the critical importance of immediate cryptographic transition planning to safeguard future financial infrastructures.",Prem Kumar Sholapurapu,2023,10.52783/eel.v15i2.3028
305f12556257,Quantum Convolutional Neural Network for Color Image Classification,"<title>Abstract</title> Current era is witnessing rapid growth in data and fast data processing methods. In the past few decades, artificial intelligence has matured exponentially and has been applied in many areas such as medicine, transport, finance, and many more. Classical machine learning methods are resource intensive and usually training models takes time. Quantum machine learning can be a alternate solution to this problem and can be used to solve complex data problems. Quantum machine learning utilizes parallel computing capabilities of quantum computers. Quantum machine learning methods can be used for image classification, which is an important task in data science. Here, we have proposed a quantum convolutional neural network for color image classification, where we have applied a quantum convolutional and pooling layers to reduce the number of features without losing crucial information. We have used the proposed method to classify color image of the CIFAR-10 dataset. We have compared the validation accuracies and loss during training for both classical and quantum convolutional neural network. Our results show that we have achieved similar accuracy with less number of trainable parameters. We believe that this study will open new avenue for high dimensional data classification using quantum convolutional neural network in current and beyond NISQ era.",Muhammad Hamid; Bashir Alam; Om Pal,2025,10.21203/rs.3.rs-7342950/v1
1dd5b0ff2bab,Quantum Readiness: A Review on Dynamics in Academia and the Cybersecurity Sector,"The cybersecurity infrastructure of the digital age is facing an unprecedented threat with the rise of quantum computing. Current public-key cryptographic systems are at risk of being broken by quantum algorithms such as Shor’s and Grover’s. This threat has triggered a global effort, known as quantum readiness, which necessitates a proactive approach in both academia and the industry. This review article examines the fundamental dynamics of quantum readiness, academic research worldwide, and concrete applications in the cybersecurity sector. The article details the international competition led by the National Institute of Standards and Technology (NIST) to define post-quantum cryptography (PQC) standards. It also analyzes the national PQC strategies of the US, the EU, China, and other Western countries, the transition processes in critical sectors like finance and telecommunications, and key concepts like crypto-agility. This study reveals that the quantum threat is not merely a theoretical possibility but a strategic security issue, and that preparing for this threat is vital for a seamless digital security future.",Volkan Erol,2025,10.20944/preprints202509.1146.v1
c51d92e8b403,Leveraging Advanced Quantum Qubits for Enhanced Candlestick Imaging and Predictive Analysis in Financial Markets,,Mouhamad Abushaqra,2025,10.2139/ssrn.5012589
21478761f604,In a Superposition:Disentangling Quantum Computing,"This century has been marked by an increasing understanding of quantum mechanics, with our knowledge being continuously refined and complicated. As such, the quantum computer’s potential for drug discovery, decryption and financial optimisation has gained increasing traction. With the United Nations declaring 2025 as the International Year of Quantum Science and Technology, the advent of the quantum technologies has drawn closer than many have prepared for. As the global community continues to approach the brink of quantum revolution, exciting opportunities and serious challenges have presented themselves to us. Quantum computers have evolved beyond the technological experiments locked in quantum science laboratories, they have become real, including the experimental creation of room-temperature quantum computing at the Pawsey Supercomputing Research Centre in Western Australia, the radical streamlining of quantum algorithms which calculate the ground state energies of orbital electrons by Nicole Holzmann and her colleagues, and the optimism by firms in their capacity to provide useful commercial applications of quantum computers in less than a decade’s time. As quantum computing continues to gain momentum in its rapid evolution, gaining progress in its abilities, the technology presents great possibilities which can further the endeavours of the global scientific and mathematical communities. However, the risks that quantum computers pose to cryptography, security and privacy, as well as financial assets cannot be ignored.<br/>There has been great debate about the timeline that quantum technology will occupy, whether quantum computers will be a commodity within the next 5 years, or if it will take decades before a fully functioning machine is made. It is constantly too early, yet too late to react to quantum technology. Ultimately, while it is hard to predict when exactly a quantum revolution will take place, it is necessary to acknowledge the slow yet inevitable progress being made in this industry. As such, this whitepaper aims to investigate the fundamentals of quantum computing, giving an overview of the generalised risks and opportunities of quantum computing, based on insights gathered at the Insights Forum held at the Singapore Fintech Festival in November 2024. This is supplemented by specific opportunities and risks present in the finance and banking industry. Finally, this article discusses the specific preparations and preventative measures that companies can take to ensure that they are ready for a post-quantum future.","Gwizdalski, Andrzej",2025,
16ee72565789,Impact of Quantum Commerce on the Future of Global Business,"Abstract The rapid advancement of technology, coupled with the global interconnectivity, has led to the emergence of quantum commerce (Q-commerce) as a significant paradigm shift in the business world. Quantum commerce represents a new form of digital commerce that combines aspects of quantum computing, artificial intelligence (AI), block chain, and next-generation networks. This transformative model promises to revolutionize the way businesses interact with customers, manage data, and optimize operations. The global impact of quantum commerce will be far-reaching, influencing various industries, economic dynamics, and business models. This note explores the key components of quantum commerce, its potential impacts on businesses globally, and the opportunities and challenges it will bring in the coming years. Key-words: Quantum Computing, Quantum Technology, Business Transformation, AI and Quantum Integration, Data Security, Quantum Cryptography, Supply chain Optimization, Financial Service Innovation, Disruptive Innovation, Global Trade, Digital Ecosystems, Quantum Algorithms, Block chain and Quantum, Market Efficiency, Competitive Advantage Business Intelligence, Automation, Tech Adoption, Cross-border commerce, Cyber security etc.",TMBU Bhagalpur Univ. Dept. of Commerce & Bus Administration; Dr. Paranav Shankar,2026,10.55041/ijsrem56196
2ab8b7117720,QUANTUM AND AI-POWERED ALGORITHMIC TRADING WITH ETF,"This paper proposes a hybrid trading system that leverages quantum computing and artificial intelligence (AI) to trade exchange-traded funds (ETFs) efficiently. The system harnesses quantum computing’s ability to process vast data points simultaneously, employing algorithms like quantum annealing for accelerated decision-making and portfolio optimization. AI models, powered by deep learning, reinforcement learning, and natural language processing (NLP), analyze financial articles to train on current affairs, enabling the system to imitate human-like decision-making by extracting sentiment, trends, and contextual insights from real-time news. This synergy delivers faster analysis and superior risk control over classical trading systems. The framework integrates quantum processors with classical computers via a cloud infrastructure for seamless data flow. Experimental analysis using ETF market datasets and simulated intraday trading scenarios demonstrates that the hybrid approach achieves faster analytical convergence, improved risk management, and more balanced portfolio allocations compared to traditional classical trading systems. Also, the proposed model enhances trading performance without increasing market volatility, thereby supporting market stability. This research demonstrates quantum computing’s practical application in ETF intraday trading, boosting profits without disrupting market stability, to build resilient, high-performance financial trading platforms.",Lincy Susan Thomas,2026,10.5281/zenodo.18638361
65ffb88bc38c,Financial Forecasting using Quantum-Inspired Deep Learning,"Forecasting stock market prices has always been a difficult field, particularly with the incorporation of multiple scientific fields, adding to its complexity. This study presents a deep machine learning model inspired by quantum principles that combines classical machine learning methods with quantum algorithms to improve predictive precision. The study aims to create a hybrid model by integrating historical trading data, sentiment-analyzed news, and market indicators from multiple data sources. The model design includes a transformer neural network combined with quantum-inspired layers, allowing for the effective recognition of intricate patterns. The study shows that integrating quantum-inspired methods into the transformer model can enhance prediction precision over conventional deep learning models. The uniqueness of the model lies in its ability to deliver highly precise stock closing price predictions, even with smaller datasets, achieving high accuracy, thereby offering a significant advantage in the stock market. This provides a significant competitive edge in stock market forecasting.",Ábel Landenberger; Sándor Szénási,2025,10.1109/ines67149.2025.11078024
d784910e1ad8,Quantum-Resistant Cryptographic Architecture for Secure Payments and IoT-Driven Banking Ecosystems,"This research introduces a next-generation cryptographic framework aimed at securing payment systems and IoT-enabled financial ecosystems against both contemporary cyber threats and the anticipated risks posed by quantum computing. The proposed architecture supports intelligent payment cards, contactless transactions, and IoT-based banking infrastructures by integrating classical cryptographic methods—such as Advanced Encryption Standard (AES), Rivest–Shamir–Adleman (RSA), Elliptic Curve Cryptography (ECC), Secure Hash Algorithm 3 (SHA-3), and Hash-based Message Authentication Code (HMAC)—with post-quantum algorithms, including CRYSTALS-Kyber and Dilithium. In addition, the framework aligns with widely adopted industry standards, such as the Payment Card Industry Data Security Standard (PCI DSS), Europay-MasterCard-Visa (EMV), ISO 27001, and National Institute of Standards and Technology (NIST) guidelines, thereby ensuring compliance and regulatory resilience. To address the evolving cyber threat landscape, the system integrates blockchain-based decentralized identity management with zero-knowledge proofs (ZKPs) for trustless authentication. Furthermore, privacy-preserving techniques such as Secure Multi-Party Computation (MPC) and Fully Homomorphic Encryption (FHE) are employed to enable secure processing of encrypted data. The security framework is further strengthened through AI-driven fraud detection, which leverages deep learning and federated learning models to detect anomalies in real time without compromising customer privacy. Additionally, confidential computing enclaves and hardware trust anchors—including Hardware Security Modules (HSMs), Trusted Platform Modules (TPMs), and Physically Unclonable Functions (PUFs)—are utilized to enhance system integrity and reliability. By combining quantum-resistant cryptography, privacy-preserving computation, and intelligent anomaly detection, this work presents an adaptive and future-proof security roadmap for the financial sector. The proposed framework is designed not only to counteract today’s sophisticated cyberattacks but also to maintain resilience against the emerging challenges of the quantum era.",Chaitanya Tumma; Supraja Ayyamgari; Rithwik Sannapu; Abhignan Srivatsava Sribhashyam; Saicharan Kadari,2025,10.23919/fruct67853.2025.11239185
9d21f2dbc900,Hybrid Heuristic Algorithms for Adiabatic Quantum Machine Learning Models,"Numerous established machine learning models and various neural network architectures can be restructured as Quadratic Unconstrained Binary Optimization (QUBO) problems. A significant challenge in Adiabatic Quantum Machine Learning (AQML) is the computational demand of the training phase. To mitigate this, approximation techniques inspired by quantum annealing, like Simulated Annealing and Multiple Start Tabu Search (MSTS), have been employed to expedite QUBO-based AQML training. This paper introduces a novel hybrid algorithm that incorporates an ""r-flip"" strategy. This strategy is aimed at solving large-scale QUBO problems more effectively, offering better solution quality and lower computational costs compared to existing MSTS methods. The r-flip approach has practical applications in diverse fields, including cross-docking, supply chain management, machine scheduling, and fraud detection. The paper details extensive computational experiments comparing this r-flip enhanced hybrid heuristic against a standard MSTS approach. These tests utilize both standard benchmark problems and three particularly large QUBO instances. The results indicate that the r-flip enhanced method consistently produces high-quality solutions efficiently, operating within practical time constraints.",Bahram Alidaee; Haibo Wang; Lutfu Sua; Wade Liu,2024,10.48550/arxiv.2407.21062
b80223eb276b,Quantum computing: An introduction,,Kavita Saini; Ritu Gupta; Sandhya Pundhir,2025,10.1016/bs.adcom.2025.02.008
20063e119947,Quantum Walk–Inspired Fourier Operators for Markovian Dynamics and Modular Structure Detection,"Community recognition continues to be a significant difficulty in the analysis of complex networks, especially in dynamic and stochastic contexts where communities change over time. Conventional spectral clustering and Markovian models either include structural regularities or temporal dependencies, although frequently lack the ability to amalgamate both within a cohesive theoretical framework. This study presents a Fourier operator framework inspired by quantum walks that integrates spectral graph theory, Markov processes, and quantum brain dynamics for the discovery of modular structures. We specifically build Fourier-Markov operators based on quantum walk principles to encapsulate both global frequency components and local transition dynamics of evolving networks. Our system utilizes superposition and interference effects by mapping random walks into a quantum-inspired Hilbert space, therefore uncovering latent modular structures with enhanced resolution. The resultant operator family facilitates interpretable community partitions, scalable computation using hybrid classicalquantum methodologies, and resilient detection across temporal snapshots. Experimental assessments on benchmark dynamic networks—encompassing social, biological, and financial graphs—indicate that our approach attains enhanced modularity optimization, temporal stability, and uncertainty calibration relative to leading community detection benchmarks. This study emphasizes the promise of quantum-spectral operators as a novel basis for examining Markovian community dynamics in intricate systems.",Yanfei Ma; Daozheng Qu; Yibo Wang,2025,10.1109/icmlca66850.2025.11336551
839960bb489b,A Comparative Analysis of Classical and Quantum Computing Models for Email Spam Classification,,Vani Yelamali; Manjunath K. Vanahalli; B. M. Prabhu Prasad,2026,10.1007/978-981-95-2901-8_27
