slr_paper_id,doi,zotero_item_key,title,match_method
c1358ec0f6a6,10.48550/arxiv.2207.01558,PCHN536G,Quantum Computation for Pricing Caps using the LIBOR Market Model,doi
c1aa6c306cde,10.48550/arxiv.2308.08448,C3J8EEB5,Implementing Quantum Generative Adversarial Network (qGAN) and QCBM in Finance,doi
c21e5c3f4079,10.48550/arxiv.2208.03283,WHE8IUI7,Hybrid Gate-Based and Annealing Quantum Computing for Large-Size Ising Problems,doi
c408224c2f59,10.48550/arxiv.2504.19632,XZUA85VW,QFDNN: A Resource-Efficient Variational Quantum Feature Deep Neural Networks for Fraud Detection and Loan Prediction,doi
c434305b37fb,10.48550/arxiv.2601.06865,UP2HA784,Quantum Circuit-Based Adaptation for Credit Risk Analysis,doi
c43a47ce0c1a,10.1109/gccit63234.2024.10862508,4HQPH3J5,Fraud Detection using Quantum Machine Learning(QML),doi
c44a5eb1ea97,10.48550/arxiv.2012.06283,JPD7PH6F,Quantum-accelerated multilevel Monte Carlo methods for stochastic differential equations in mathematical finance,doi
c46b48afaa7c,10.1007/s11128-022-03777-2,HAV3BNMX,Quantum computing for financial risk measurement,doi
c47a454352d5,10.48550/arxiv.2302.12500,8J358FPQ,Preparing random state for quantum financing with quantum walks,doi
c4e919f71785,10.1109/TQE.2021.3063635,2R6I3FUD,Quantum Algorithms for Mixed Binary Optimization applied to Transaction Settlement,doi
c574b9382bbf,10.48550/arxiv.2512.06630,7XXP3VI7,Quantum Temporal Convolutional Neural Networks for Cross-Sectional Equity Return Prediction: A Comparative Benchmark Study,doi
c57f6422ed7b,10.3929/ethz-b-000382432,35MFS5FG,Quantum Generative Adversarial Networks for learning and loading random distributions,doi
c5fa20e739f7,10.48550/arxiv.2407.05589,Q9K75Q3S,Improving the trainability of VQE on NISQ computers for solving portfolio optimization using convex interpolation,doi
c60694a1e2ed,10.63278/jicrcr.vi.3419,RAZXF2C7,Quantum Machine Learning For Credit Risk: A Next-Generation Approach To Risk Assessment,doi
c6422717f546,10.1109/icicr65456.2025.00119,4TCRMG3U,Enterprise Portfolio Optimization Based on Particle Swarm Optimization and Quantum Approximate Optimization Algorithm,doi
c6d03068fd05,10.48550/arxiv.2404.02595,RAHBRA6W,QFNN-FFD: Quantum Federated Neural Network for Financial Fraud Detection,doi
c70ae91a70de,10.1038/s41534-026-01192-4,P6AKINHB,The Lie Algebra of XY-mixer Topologies and Warm Starting QAOA for Constrained Optimization,doi
c759041ceebc,10.1142/s2010324724400101,VVQ26866,Research on Financial Market Prediction Model Based on Big Data and Quantum Computing,doi
c7b77a40d1ea,10.1145/3677052.3698679,P8MB4W4I,Quantum Generative Models of Mid-Price Movement in Limit Order Books,doi
c7c7d7851588,10.48550/arxiv.2301.10756,N2VVH4K9,Fermionic Quantum Approximate Optimization Algorithm,doi
c7d33a63a50e,10.1177/29767032251377083,8Z6GGD57,Quantum Risk Analysis: Beyond (Conditional) Value-at-Risk,doi
c7df20032013,10.22331/q-2023-11-29-1191,X3GE2KG6,Quantum Deep Hedging,doi
c85b1f95ca15,10.1002/wilm.10943,73EP6AT7,Non‐Differentiable Leaning of Quantum Circuit Born Machine with Genetic Algorithm,doi
c8872ea43678,10.62311/nesx/rphcrcscrqc1,IDSA4CQM,Quantum Machine Learning for Pattern Recognition in Financial Fraud Detection,doi
c8f73887462d,10.48550/arxiv.2410.03926,5DZ3FUF6,Quantum Monte Carlo Integration for Simulation-Based Optimisation,doi
c923ebc5e1dc,10.48550/arxiv.2211.13039,P3RD9I52,Approximate complex amplitude encoding algorithm and its application to data classification problems,doi
c945ded90aa0,10.1364/PRJ.493865,FZJJXBXG,Efficient option pricing with unary-based photonic computing chip and generative adversarial learning,doi
c950657aa481,10.3390/computers14040137,EXB24Q7A,Quantum Testing of Recommender Algorithms on GPU-Based Quantum Simulators,doi
cab849abe702,10.48550/arxiv.2511.18804,MFRSSJU3,Diagram-to-Circuit QNLP for Financial Sentiment Analysis,doi
cb19eb039ea0,10.1007/s10489-026-07110-7,4Z8QMPNM,Comparative Performance Analysis of Quantum Machine Learning Architectures for Credit Card Fraud Detection,doi
cb8d976cb90c,10.48550/arxiv.2511.14420,RD4NZ9PW,Explicit block-encoding for partial differential equation-constrained optimization,doi
cbc953d2f213,10.47001/irjiet/2024.805042,99ZR5PJW,Quantum-Assisted Machine Learning for Enhanced Fraud Detection in Cybersecurity,doi
cc3196e053ee,10.1109/qce57702.2023.10175,GBRKTF97,Towards An End-To-End Approach For Quantum Principal Component Analysis,doi
ccdba169348e,10.1109/comcomap68359.2025.11353178,N3WPCAC3,Quantum-Enhanced Generative Models for Rare Event Prediction,doi
cded9dd64213,10.1007/978-981-97-3302-6_39,CXE925RE,"Variational Quantum Algorithms in Anomaly Detection, Fraud Indicator Identification, Credit Scoring, and Stock Price Prediction",doi
cdf086342387,10.48550/arxiv.2202.00599,5CRZCF76,Quantum Machine Learning in Finance: Time Series Forecasting,doi
ce2db00aac7a,10.1088/1367-2630/ac5003,NVJ95D6R,Quantum algorithm for credit valuation adjustments,doi
cf0d84ba3b6a,10.1109/qce52317.2021.00083,M5R2UXBW,Experiments on Fraud Detection use case with QML and TDA Mapper,doi
cf15566d165b,10.1360/sspma-2024-0471,EKXAI2JF,Quantum algorithm for angle-based anomaly detection,doi
cf30c27e711a,10.1109/icdmw69685.2025.00428,TMH4WVD4,A Critical Analysis of a Multi-Input Cnn Architecture for Quantum-Enhanced Forecasting,doi
cf5907049dbb,10.1109/qce60285.2024.00046,2ANGW3C6,Quantum Algorithm for Copula-Based Risk Aggregation using Orthogonal Series Density Estimation,doi
cf803ec26409,10.48550/arxiv.2304.06915,4ASXPSMG,Quasi-binary encoding based quantum alternating operator ansatz,doi
cf8de5885b73,10.48550/arxiv.2308.13063,KJ4PX26F,Grover Search for Portfolio Selection,doi
cf9049abcad1,10.64206/99ssyx46,ECM7KA2F,Quantum-Enhanced Graph Analytics: A Hybrid AI Framework for Seller Fraud Detection in Online Marketplaces,doi
d05bf542e350,10.48550/arxiv.2601.18811,442BRAJJ,Variational Quantum Circuit-Based Reinforcement Learning for Dynamic Portfolio Optimization,doi
d169bf320747,10.48550/arxiv.2508.13954,G72MKVEF,Multiclass Portfolio Optimization via Variational Quantum Eigensolver with Dicke State Ansatz,doi
d1e6a91e7f11,10.48550/arxiv.2309.01127,R4QWTIMP,Financial Fraud Detection using Quantum Graph Neural Networks,doi
d24184e88415,10.48550/arxiv.2303.16588,4HKJ88RV,Quantum amplitude estimation with error mitigation for time-evolving probabilistic networks,doi
d300ac850bd9,10.1088/1402-4896/ad5c1d,NT73CIV9,Portfolio optimization based on quantum linear algorithm,doi
d336b9221e67,10.48550/arxiv.2410.20841,GF6F66R4,Quantum Computational Insurance and Actuarial Science,doi
d37354bd1037,10.48550/arXiv.2410.11997,HW8U7XTM,Quantum Computing for Multi Period Asset Allocation,doi
d388ccd2fff8,10.1007/978-3-031-99786-0_4,FPBN7ZFD,A Hybrid Quantum–Classical LSTM Approach for Predicting the Stock Market,doi
d3bf87c97dee,10.48550/arxiv.2307.07193,F5U37M7F,Exponential Qubit Reduction in Optimization for Financial Transaction Settlement,doi
d429e0713a3d,10.26204/kluedo/9328,PXBCJLCB,Quantum Computing in Option Pricing,doi
d560c2df6ac0,10.3390/electronics13112158,KGRBFEUC,Enhancing Financial Time Series Prediction with Quantum-Enhanced Synthetic Data Generation: A Case Study on the S&P 500 Using a Quantum Wasserstein Generative Adversarial Network Approach with a Gradient Penalty,doi
d76ce1e8a91b,10.1007/s13218-024-00870-9,AYWMVHY3,Quantum Computational Finance: Quantum Algorithm for Portfolio Optimization,doi
d8015cdf389e,10.1088/2632-2153/ab9009,XEDASJNQ,Classical versus Quantum Models in Machine Learning: Insights from a Finance Application,doi
d85be19938f4,10.48550/arxiv.2008.04110,58TBPCDC,Quantum Computation for Pricing the Collateralized Debt Obligations,doi
d8858dd025e5,10.1109/QCE65121.2025.00175,D6FB2DTC,A Privacy-Preserving Federated Framework with Hybrid Quantum-Enhanced Learning for Financial Fraud Detection,doi
d919ba675da3,10.54946/wilm.12042,IWTJJU7S,Application of Deep Quantum Neural Networks to Finance,doi
d98a7ef46c35,10.48550/arxiv.2512.12689,G7Q5HDQB,FiD-QAE: A Fidelity-Driven Quantum Autoencoder for Credit Card Fraud Detection,doi
da48095bcac8,10.14495/jsiaml.16.105,I2ST9VWC,Application of quantum Monte Carlo integration to Markovian backward stochastic differential equations,doi
da6daad97e37,10.4018/979-8-3373-3551-3.ch006,5JSQMVWD,Synergizing Edge AI and Quantum Machine Learning for Real-Time Cyber Threat Mitigation,doi
da7ecd113b59,10.1109/qce65121.2025.00267,8GGETC3E,Autocallable Options Pricing with Integration-Based Exponential Amplitude Loading,doi
db0868f018ba,10.1063/5.0258074,ZZTYQUID,Error and Resource Estimates of Variational Quantum Algorithms for Solving Differential Equations Based on Runge-Kutta Methods,doi
db261ea6c735,10.1109/qcnc64685.2025.00075,IAZSED3X,Enhancing Classification Accuracy with Quantum Non-Negative Matrix Factorization and Quantum Support Vector Machines,doi
dbe1e9d1911e,10.1016/j.eswa.2022.116583,JDS5UM97,QuantumLeap: Hybrid quantum neural network for financial predictions,doi
dca63675e36a,10.1109/ICICAT68430.2025.11414552,YU976KEK,Hybrid Quantum Deep Learning for Financial Market Trend Prediction,doi
dcc9f218d7a2,10.48550/arxiv.2601.04049,A5XBCJZW,Quantum computing for multidimensional option pricing: End-to-end pipeline,doi
dd43141323b8,10.1109/QCE57702.2023.10178,SZ8ZQ3FK,Applying QNLP to sentiment analysis in finance,doi
dd4a45af4eb4,10.37394/23207.2024.21.151,UKA9S47V,Wavelet Based Financial Forecast Ensemble Featuring Hybrid Quantum-Classical LSTM Model,doi
dd6b533767c3,10.15622/ia.24.2.11,FKQMN242,Factoring Decision Support System Based on Optimized Quantum Algorithms QMC,doi
dd6bbf2bf180,10.1103/physrevresearch.3.013167,M2W2SV82,Toward pricing financial derivatives with an IBM quantum computer,doi
dd846d58c0b9,10.48550/arxiv.2402.05549,6XP9JAAZ,Transfer learning of optimal QAOA parameters in combinatorial optimization,doi
ddd77f0637f4,10.1088/2632-2153/ae39a2,65A9PE7W,Quantum generative modeling for financial time series with temporal correlations,doi
deb2ea7baca5,10.48550/arxiv.2506.15936,7VVRYZA6,Mixed-Signal Quantum Circuit Design for Option Pricing Using Design Compiler,doi
deca35659719,10.1117/12.3002220,C6HBAUME,A hybrid quantum-classical approach to warm-starting optimization,doi
dfe7c7ebfb9f,10.1109/icrtac59277.2023.10480826,9VJWC834,Financial Portfolio Optimization: A QAOA and VQE Formulation for Sharpe Ratio Maximization,doi
e0532e9f1a61,10.48550/arxiv.2303.09682,9T5T6EZ9,"Quantum Monte Carlo simulations for financial risk analytics: scenario generation for equity, rate, and credit risk factors",doi
e0a04002122e,10.1145/3603273.3631193,HBQQIPC7,QAOA-based MRMR Algorithm for Feature Selection,doi
e0b170657e2b,10.3390/math11204355,88E5ACH2,VaR Estimation with Quantum Computing Noise Correction Using Neural Networks,doi
e1288a3abc99,10.48550/arxiv.2404.14115,5SHNNWX8,Pricing of European Calls with the Quantum Fourier Transform,doi
e2577edb2965,10.48550/arXiv.2509.13818,KT3R2H6B,Hybrid Quantum-Classical Neural Networks for Few-Shot Credit Risk Assessment,doi
e2976806d26c,10.1016/j.sciaf.2024.e02299,QJWK3AJH,Enhancing African market predictions: Integrating quantum computing with Echo State Networks,doi
e366a47d08de,10.22331/q-2024-04-04-1306,E4CK4WBJ,"Quantum Monte Carlo simulations for financial risk analytics: scenario generation for equity, rate, and credit risk factors",doi
e3ccb8cc6354,10.48550/arxiv.2109.12896,XBMQRFFJ,Pricing multi-asset derivatives by finite difference method on a quantum computer,doi
e40a21367703,10.37425/2hj0r024,3M7S6DTW,Stock price prediction: a comparative analysis of classical and quantum neural networks,doi
e4bb7333aaa5,10.48550/arxiv.2403.04296,7ZEF2M2C,Variational quantum eigensolver with linear depth problem-inspired ansatz for solving portfolio optimization in finance,doi
e4cc3a4835ea,10.48550/arxiv.2511.14786,V9GSMSS9,Hybrid Quantum-Classical Machine Learning with PennyLane: A Comprehensive Guide for Computational Research,doi
e4ff7159708b,10.1038/s41598-025-97245-3,EN9GK2J9,Simulating the non-Hermitian dynamics of financial option pricing with quantum computers,doi
e53a9047880e,10.1109/aibthings66987.2025.11296267,WADWPFTU,Hybrid Quantum-Classical Neural Network (HQCNN) for Crypto Price Forecasting,doi
e5bf6b9bb57c,10.3390/e27050490,WFQPZTG2,Exploring Quantum Neural Networks for Demand Forecasting,doi
e667225d4f3c,10.55640/ijidml-v02i02-01,DMUJB2DJ,ADVANCING FINANCIAL PREDICTION THROUGH QUANTUM MACHINE LEARNING,doi
e69606eda4d4,10.1177/18758967251388256,82TARN4U,Deep Neural Networks and Fan Tokens’ Pricing in Football Clubs,doi
e6d5993eabdd,10.48550/arXiv.2505.00137,E7CHZCD5,Toward Practical Quantum Machine Learning: A Novel Hybrid Quantum LSTM for Fraud Detection,doi
e6ece474516c,10.22331/q-2021-06-17-479,7QC4JQVC,Warm-starting quantum optimization,doi
e71143fc75ea,10.1145/3768292.3770352,RRIF67AZ,Quantum Optimization of Currency Arbitrage via Graph-Informed Entanglement Strategies,doi
e8333614ccce,10.5281/zenodo.18843183,5CEQD5J8,CCA³-SGAD: Quantum Amplitude Amplification for Combinatorial Search on Sparse Graphs,doi
e9b892fcd6fc,10.53759/7669/jmc202505024,X5FVK3Q4,Toward Efficient Credit Card Fraud Detection: Leveraging Quantum Neural Networks and Modified Feature Selection Techniques,doi
e9e49c657667,10.62802/zacbaj90,L7YRURLX,Scenario-Based Macroeconomic and Financial Forecasting Using Quantum-Enhanced Models,doi
ea4504852540,10.2139/ssrn.4216595,SHIZMCPJ,"Quantum Binomial Tree, an Exponential Speedup for Derivative Pricing",doi
ea4b39301625,10.21203/rs.3.rs-4582391/v1,C4C5WC68,Improved Quantum Approximate Optimization Algorithm based on Conditional Value-at-Risk for Portfolio Optimization,doi
eb9b2edee442,10.48550/arxiv.2203.04924,2VZ36QZC,Quantum Advantage for Multi-option Portfolio Pricing and Valuation Adjustments,doi
ebbdd376073e,10.1109/QCE60285.2024.00046,2ANGW3C6,Quantum algorithm for copula-based risk aggregation using orthogonal series density estimation,doi
ecd17525083d,10.62802/xce3gn85,CTSANS2A,Quantum Approximate Optimization Algorithm for Large-Scale Portfolio Selection with Multi-Factor Constraints,doi
ed0de8d44eff,10.58445/rars.3542,WQXMSW3Z,Quantum Thinking in Finance,doi
ed111831958f,10.1140/epjqt/s40507-022-00153-y,SE84ZN85,Quantum algorithm for calculating risk contributions in a credit portfolio,doi
ef5568395d8c,10.3390/e22091056,745JJSQT,Financial Performance Analysis in European Football Clubs,doi
ef9db5fc8faa,10.64206/yk0c9a08,EQET5SKH,Reinforcement Learning Meets Quantum Optimization: A New Paradigm for Dynamic Portfolio Management,doi
f02939adf369,10.1002/qute.202400411,4D2S2Z9F,Power Law Amplitude Estimation for Option Pricing with NISQ Devices,doi
f054252b17db,10.30574/wjarr.2025.26.2.1767,MAZ44Z4T,Adaptive AI and quantum computing for real-time financial fraud detection and cyber-attack prevention in U.S. healthcare,doi
f123e5ead03b,10.48550/arxiv.2108.09014,5QF85ATI,Bermudan option pricing by quantum amplitude estimation and Chebyshev interpolation,doi
f190da5cb928,10.48550/arxiv.2601.01516,HT3PJHPA,Constraint-Aware Quantum Optimization via Hamming Weight Operators,doi
f1cdc4d681b5,10.1109/qce53715.2022.00154,44Q7X3DF,Unraveling the Effect of COVID-19 on the Selection of Optimal Portfolio Using Hybrid Quantum-Classical Algorithms,doi
f20042024dc6,10.48550/arxiv.2308.13642,CBYY2AXY,The Potential of Quantum Techniques for Stock Price Prediction,doi
f362fd204c2b,10.1109/ic363308.2025.10956507,FUU7DZJ9,Hybrid Classical-Quantum Generative Algorithms for Financial Modelling and Prediction,doi
f3a41b21a780,10.48550/arxiv.2103.13211,CMR9RRAT,Approximate amplitude encoding in shallow parameterized quantum circuits and its application to financial market indicator,doi
f3c77d3e6ee0,10.1007/s42484-026-00363-y,DSKGTKVA,Hybrid Quantum-Classical Algorithm for Robust Optimization via Stochastic-Gradient Online Learning,doi
f407c516e84f,10.48550/arxiv.2008.12050,6JWJCK9U,Hybrid quantum-classical optimization for financial index tracking,doi
f41ef2bd968c,10.1140/epjqt/s40507-022-00125-2,6S93IP6X,Quantum pricing with a smile: implementation of local volatility model on quantum computer,doi
f4883fc328d4,10.15408/inprime.v7i1.44960,9ZVQUN2Q,Error-Resilient Quantum Machine Learning for Real-World Optimization Problems in Finance and Supply Chain Networks,doi
f4e582f59d68,10.48550/arxiv.2412.13878,56F53QTQ,Benchmarking Quantum Models for Time-series Forecasting,doi
f4e9c93acb94,10.21203/rs.3.rs-6528572/v1,8CJBF6NP,Quantum Walks–Based Adaptive Distribution Generation with Efficient CUDA-Q Acceleration,doi
f55fea197b67,10.21203/rs.3.rs-7907390/v1,R5Z6WDKL,Comparative analysis of loan risk forecasting using quantum machine learning and classical machine learning models,doi
f570d95b26f4,10.48550/arXiv.2511.19150,DI3SR2JT,Feature Ranking in Credit-Risk with Qudit-Based Networks,doi
f761ba2b191d,10.48550/arxiv.2512.15738,4VD7R88E,Hybrid Quantum-Classical Ensemble Learning for S\&amp;P 500 Directional Prediction,doi
f90adf90a78a,10.48550/arxiv.2410.16331,AG24VZF4,Exploring Quantum Neural Networks for Demand Forecasting,doi
f93112e0b03a,10.48550/arxiv.2210.03210,VKU7443J,"Universal Quantum Speedup for Branch-and-Bound, Branch-and-Cut, and Tree-Search Algorithms",doi
f94276561f48,10.1109/comsnets59351.2024.10427073,5TFISX5F,Generative Learning with Qopula Circuits,doi
f96f14134a21,10.32388/vdz7jk,AMMP2ZZB,Hybrid Quantum Neural Networks with Amplitude Encoding: Advancing Recovery Rate Predictions,doi
f9e5b6ee139d,10.48550/arxiv.2312.00260,HFPMW4PI,Quantum Multiple Kernel Learning in Financial Classification Tasks,doi
fbaaa4d89d56,10.48550/arxiv.2002.07389,H8EV626X,Quantum Implementation of Risk Analysis-relevant Copulas,doi
fbec16f60f72,10.48550/arxiv.2501.15614,S68626Q7,Exponential Improvement on Asian Option Pricing Through Quantum Preconditioning Methods,doi
fd31c17753a0,10.1007/s42452-025-06999-y,BJ69I5PS,Financial fraud detection using a hybrid deep belief network and quantum optimization approach,doi
fdc49be32988,10.1007/s42484-024-00222-8,K3Z7N8AC,Coherent feed-forward quantum neural network,doi
fddc282dba6f,10.1109/QAI63978.2025.00070,TFW6D88W,Portfolio construction using a sampling-based variational quantum scheme,doi
fe91ad8edae4,10.48550/arxiv.2504.17923,ZZ65536S,EAQGA: A Quantum-Enhanced Genetic Algorithm with Novel Entanglement-Aware Crossovers,doi
fea476c8c499,10.1007/s42484-024-00157-0,XMAJ8R6U,Improved financial forecasting via quantum machine learning,doi
fecff5249e72,10.1038/s41534-021-00459-2,B28R5NMG,Quantum-enhanced analysis of discrete stochastic processes,doi
ff36740b3b52,10.1140/epjqt/s40507-025-00323-8,LJ7D7WMQ,Quantum powered credit risk assessment: a novel approach using Hybrid Quantum-Classical Deep Neural Network for Row-Type Dependent Predictive Analysis,doi
ff46fac9e8e5,10.48550/arxiv.2503.15403,S2MIH5P9,HQNN-FSP: A Hybrid Classical-Quantum Neural Network for Regression-Based Financial Stock Market Prediction,doi
5413b7728054,10.15680/IJIRSET.2022.1109004,,Quantum Machine Learning: Harnessing Quantum Algorithms for Supervised and Unsupervised Learning,processed_frontmatter_doi
7cfdb2957f6c,10.1109/DCABES50732.2020.00086,,Demonstration of quantum linear equation solver on the IBM qiskit platform,processed_frontmatter_doi
e922f913e80b,10.1140/epjqt/s40507-025-00453-z,,Quantum algorithm for solving McKean-Vlasov stochastic differential equations,processed_frontmatter_doi
